,CodeName,Name,Description
837,EXPCANDYS,Exp. Candy S,"A candy that is packed with energy. When consumed, it will grant a Pokémon a small amount of Exp. Points."
838,EXPCANDYM,Exp. Candy M,"A candy that is packed with energy. When consumed, it will grant a Pokémon a moderate amount of Exp. Points."
839,EXPCANDYL,Exp. Candy L,"A candy that is packed with energy. When consumed, it will grant a Pokémon a large amount of Exp. Points."
840,EXPCANDYXL,Exp. Candy XL,"A candy that is packed with energy. When consumed, it will grant a Pokémon a very large amount of Exp. Points."
841,ADAMANTMINT,Adamant Mint,"When a Pokémon smells this mint, its Attack will grow more easily, but its Sp. Atk will grow more slowly."
842,LONELYMINT,Lonely Mint,"When a Pokémon smells this mint, its Attack will grow more easily, but its Defense will grow more slowly."
843,NAUGHTYMINT,Naughty Mint,"When a Pokémon smells this mint, its Attack will grow more easily, but its Sp. Def will grow more slowly."
844,BRAVEMINT,Brave Mint,"When a Pokémon smells this mint, its Attack will grow more easily, but its Speed will grow more slowly."
845,BOLDMINT,Bold Mint,"When a Pokémon smells this mint, its Defense will grow more easily, but its Attack will grow more slowly."
846,IMPISHMINT,Impish Mint,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Att will grow more slowly."
847,LAXMINT,Lax Mint,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Def will grow more slowly."
848,RELAXEDMINT,Relaxed Mint,"When a Pokémon smells this mint, its Defense will grow more easily, but its Speed will grow more slowly."
849,MODESTMINT,Modest Mint,"When a Pokémon smells this mint, its Sp. Attack will grow more easily, but its Attack will grow more slowly."
850,MILDMINT,Mild Mint,"When a Pokémon smells this mint, its Sp. Attack will grow more easily, but its Defense will grow more slowly."
851,RASHMINT,Rash Mint,"When a Pokémon smells this mint, its Sp. Attack will grow more easily, but its Sp. Def will grow more slowly."
852,QUIETMINT,Quiet Mint,"When a Pokémon smells this mint, its Sp. Attack will grow more easily, but its Speed will grow more slowly."
853,CALMMINT,Calm Mint,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Attack will grow more slowly."
854,GENTLEMINT,Gentle Mint,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Defense will grow more slowly."
855,CAREFULMINT,Careful Mint,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Sp. Attack will grow more slowly."
856,SASSYMINT,Sassy Mint,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Speed will grow more slowly."
857,TIMIDMINT,Timid Mint,"When a Pokémon smells this mint, its Speed will grow more easily, but its Attack will grow more slowly."
858,HASTYMINT,Hasty Mint,"When a Pokémon smells this mint, its Speed will grow more easily, but its Defense will grow more slowly."
859,JOLLYMINT,Jolly Mint,"When a Pokémon smells this mint, its Speed will grow more easily, but its Sp. Att will grow more slowly."
860,NAIVEMINT,Naive Mint,"When a Pokémon smells this mint, its Speed will grow more easily, but its Sp. Def will grow more slowly."
861,SERIOUSMINT,Serious Mint,"When a Pokémon smells this mint, all of its stats will grow at an equal rate."
862,RIFTFRAGMENT,Rift Fragment,Throw one into a Pokémon Den to attract a wild Rift Pokémon.
863,CATCHINGCHARM,Catching Charm,"Holding it is said to increase the chance of getting a critical capture. Curiously, the charm doesn't shake much."
864,DUNGEONKEY,Dungeon Key,A key to open doors in various dungeons
865,DREAMBALL,Dream Ball,A somewhat different Poké Ball that works especially well on sleeping Pokémon.
866,PECHABERRY2,Pecha Berry?,A special 'Pecha Berry' given to you by the employee at The Berry Emporium.
867,ROTOMPHONE,Rotom Phone,A smartphone that was enhanced with a Rotom!
868,CONCERTTCK,Concert Tickets,Tickets to Amber's concert! These are VIP too!
869,AMBERSLET,Amber's Letter,"A handwritten letter by Amber. Only you can read this, but Amber doesn't want you to just yet."
870,TM115,TM115,The target is slugged by a punch thrown with muscle-packed power.
871,TM116,TM116,The target is attacked by a kick launched with muscle-packed power.
872,TM117,TM117,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.
873,TM118,TM118,Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.
874,TM119,TM119,The user scatters curious leaves that chase the target. This attack never misses.
875,TM120,TM120,"In this two-turn attack the user gathers light, and fills a blade with the light's energy, attacking the target on the next turn."
876,TM121,TM121,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
877,TM122,TM122,An earsplitting screech harshly lowers the target's Defense stat.
878,TM123,TM123,The user attacks everything around it by causing an explosion. The user faints upon using this move.
879,TM124,TM124,The user frightens the target with a scary face to harshly lower its Speed stat.
880,TM125,TM125,"The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target's Attack stat."
881,TM126,TM126,The user traps the target in a violent swirling whirlpool for four to five turns.
882,TM127,TM127,"The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks."
883,TM128,TM128,This attack move varies in power and type depending on the weather.
884,TM129,TM129,"The user feigns crying to fluster the target, harshly lowering its Sp. Def stat."
885,TM130,TM130,The user traps the target inside a harshly raging sandstorm for four to five turns.
886,TM131,TM131,The user forcefully shoots seeds at the target two to five times in a row.
887,TM132,TM132,The user launches sharp icicles at the target two to five times in a row
888,TM133,TM133,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.
889,TM134,TM134,The user hurls hard rocks at the target. Two to five rocks are launched in a row.
890,TM135,TM135,"If the target's HP is half or less, this attack will hit with double the power."
891,TM136,TM136,"If the target has already taken some damage in the same turn, this attack's power is doubled"
892,TM137,TM137,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.
893,TM138,TM138,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.
894,TM139,TM139,The user employs its psychic power to switch changes to its Speed stat with the target.
895,TM140,TM140,The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.
896,TM141,TM141,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.
897,TM142,TM142,The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.
898,TM143,TM143,The user tears at the target with blades formed by psychic power. Critical hits land more easily.
899,TM144,TM144,A slashing attack with a poisonous blade that may also poison the target. Critical hits land more easily.
900,TM145,TM145,This relentless attack does massive damage to a target affected by status conditions.
901,TM146,TM146,The user cuts its target with sharp shells. This may also lower the target's Defense stat.
902,TM147,TM147,The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
903,TM148,TM148,"The user vanishes somewhere, then strikes the target on the next turn. This move ignores protection moves."
904,TM149,TM149,The user steals the target's HP with a kiss. The user's HP is restored by over half of the damage taken by the target.
905,TM150,TM150,The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.
906,TM151,TM151,"The user electrifies the ground for five turns, powering up Electric-type moves. Pokémon on the ground no longer fall asleep."
907,TM152,TM152,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.
908,TM153,TM153,This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.
909,TM154,TM154,"The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat."
910,TM155,TM155,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.
911,TM156,TM156,The user attacks with a blade of air that slices even the sky. This may also make the target flinch.
912,TM157,TM157,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.
913,CHARIZARDITEG,Charizardite G,"One variety of Mega Stone. Have Charizard hold it, and this stone will enable it to Mega Evolve in battle."
914,BUTTERFREENITE,Butterfreenite,"One variety of Mega Stone. Have Butterfree hold it, and this stone will enable it to Mega Evolve in battle."
915,PIKACHUTITE,Pikachutite,"One variety of Mega Stone. Have Pikachu hold it, and this stone will enable it to Mega Evolve in battle."
916,MEOWTHITE,Meowthite,"One variety of Mega Stone. Have Meowth hold it, and this stone will enable it to Mega Evolve in battle."
917,MACHAMPITE,Machampite,"One variety of Mega Stone. Have Machamp hold it, and this stone will enable it to Mega Evolve in battle."
918,GENGARITEG,Gengarite G,"One variety of Mega Stone. Have Gengar hold it, and this stone will enable it to Mega Evolve in battle."
919,KINGLERITE,Kinglerite,"One variety of Mega Stone. Have Kingler hold it, and this stone will enable it to Mega Evolve in battle."
920,LAPRASITE,Laprasite,"One variety of Mega Stone. Have Lapras hold it, and this stone will enable it to Mega Evolve in battle."
921,EEVEETITE,Eeveetite,"One variety of Mega Stone. Have Eevee hold it, and this stone will enable it to Mega Evolve in battle."
922,SNORLAXITE,Snorlaxite,"One variety of Mega Stone. Have Snorlax hold it, and this stone will enable it to Mega Evolve in battle."
923,GARBODORNITE,Garbodornite,"One variety of Mega Stone. Have Garbodor hold it, and this stone will enable it to Mega Evolve in battle."
924,MELMETALITE,Melmetalite,"One variety of Mega Stone. Have Melmetal hold it, and this stone will enable it to Mega Evolve in battle."
925,CORVIKNITE,Corviknite,"One variety of Mega Stone. Have Corviknight hold it, and this stone will enable it to Mega Evolve in battle."
926,ORBEETLENITE,Orbeetlenite,"One variety of Mega Stone. Have Orbeetle hold it, and this stone will enable it to Mega Evolve in battle."
927,DREDNAWTITE,Drednawtite,"One variety of Mega Stone. Have Drednaw hold it, and this stone will enable it to Mega Evolve in battle."
928,COALOSSALITE,Coalossalite,"One variety of Mega Stone. Have Coalossal hold it, and this stone will enable it to Mega Evolve in battle."
929,FLAPPLETITE,Flappletite,"One variety of Mega Stone. Have Flapple hold it, and this stone will enable it to Mega Evolve in battle."
930,APPLETUNITE,Appletunite,"One variety of Mega Stone. Have Appletun hold it, and this stone will enable it to Mega Evolve in battle."
931,SANDACONDITE,Sandacondite,"One variety of Mega Stone. Have Sandaconda hold it, and this stone will enable it to Mega Evolve in battle."
932,TOXTRICITITE,Toxtricitite,"One variety of Mega Stone. Have Toxtricity hold it, and this stone will enable it to Mega Evolve in battle."
933,CENTISKORCHITE,Centiskorchite,"One variety of Mega Stone. Have Centiskorch hold it, and this stone will enable it to Mega Evolve in battle."
934,HATTERENITE,Hatterenite,"One variety of Mega Stone. Have Hatterene hold it, and this stone will enable it to Mega Evolve in battle."
935,GRIMMSNARLITE,Grimmsnarlite,"One variety of Mega Stone. Have Grimmsnarl hold it, and this stone will enable it to Mega Evolve in battle."
936,ALCREMITE,Alcremite,"One variety of Mega Stone. Have Alcremie hold it, and this stone will enable it to Mega Evolve in battle."
937,COPPERAJITE,Copperajite,"One variety of Mega Stone. Have Copperajah hold it, and this stone will enable it to Mega Evolve in battle."
938,DURALUDONITE,Duraludonite,"One variety of Mega Stone. Have Duraludon hold it, and this stone will enable it to Mega Evolve in battle."
939,VENUSAURITEG,Venusaurite G,"One variety of Mega Stone. Have Venusaur hold it, and this stone will enable it to Mega Evolve in battle."
940,BLASTOISINITEG,Blastoisinite G,"One variety of Mega Stone. Have Blastoise hold it, and this stone will enable it to Mega Evolve in battle."
941,RILLABOOMITE,Rillaboomite,"One variety of Mega Stone. Have Rillaboom hold it, and this stone will enable it to Mega Evolve in battle."
942,CINDERACITE,Cinderacite,"One variety of Mega Stone. Have Cinderace hold it, and this stone will enable it to Mega Evolve in battle."
943,INTELEONITE,Inteleonite,"One variety of Mega Stone. Have Inteleon hold it, and this stone will enable it to Mega Evolve in battle."
944,PHANTOMCANDYS,Phantom Candy S,Candy that was made by The Puppet Master. It will level up your Pokemon a small amount.
945,PHANTOMCANDYM,Phantom Candy M,Candy that was made by The Puppet Master. It will level up your Pokemon an average amount.
946,MYSTBLACKBOX2,Mysterious Black Box,A mysterious black box. It does nothing.
947,HPCARD,HP Card,A card that allows the owner to participate in the HP EV center service.
948,SPEEDCARD,Speed Card,A card that allows the owner to participate in the Speed EV center service.
949,THIEVCREST,Thievul Crest,"Decreases opponent's Sp. Atk by one stage, increasing Thievul's by one stage on switch."
950,PROBOCREST,Probopass Crest,Levitates. Mini-noses do 3-hit 20BP type-based damage after a damaging move.
951,DRUDDICREST,Druddigon Crest,Heals in the sun and from Fire moves. Fire and Dragon moves get boosted by 30%.
952,CINCCREST,Cinccino Crest,All moves turn into multi-hit moves (2-5 hits at 30% the BP).
953,NOCCREST,Noctowl Crest,Increases Special Defense upon being hit. Increases Defense by 20%.
954,LUXCREST,Luxray Crest,Gains Dark-type STAB and resistances. Normal-type moves are Galvanized.
955,BOLTCREST,Boltund Crest,Gain a 1.5x boost to biting moves if Boltund moves before target.
956,VESPICREST,Vespiquen Crest,Attack Order and Defense Order grant a 50% boost to Offenses or Defenses that switch around when the other is used.
957,PHIONECREST,Phione Crest,Phione is granted a 50% increase in defenses and Aqua Ring.
958,DELCREST,Delcatty Crest,The power of its non-KO'd friends increases Delcatty's stats by 10% each.
959,SWACREST,Swalot Crest,Stockpiles gained after an attack. Belch always usable and followed by Spit Up.
960,INTERCEPTZ,Interceptium-Z,Unleash the power of the Interceptor with special Z-Moves and change fate!
961,MASTERKEY,Master Key,A key to open boss doors in various dungeons.
962,FAIRYGEM,Fairy Gem,"A gem with a mystical essence. When held, it strengthens the power of a Fairy-type move only once."
963,SAMUCREST,Samurott Crest,Gains Fighting-type STAB and resistances. Slicing moves always result in critical hit.
964,SKYRELIC,Sky Relic,A Relic that is imbued with the power of the sky.
965,XENWASTE,Xen Waste,Industrial waste created during Team Xen's experiments. It seems to cause Pokemon to mutate...
966,NIGHTMAREFUEL,Nightmare Fuel,Excess waste from the Ligosomnia Engine. It seems to cause Pokemon to mutate...
967,INTERCEPTORWISH,Interceptor's Wish,An item that allows the Interceptor to scatter their strength to aid others.
968,INTERCEPTZ2,Interceptium-Z (old),It converts Z-Power into crystals that allow one to intercept fate!
969,STATSWAPPER,Stat Swapper,Swaps the effort values between two selected stats.
970,BLKPRISM,Black Prism,A weird prism filled with strange power. Touching it gives a tingling sensation.
971,GALARICACUFF,Galarica Cuff,A cuff made from woven-together Galarica Twigs. Giving it to Galarian Slowpoke makes the Pokémon very happy.
972,GALARICAWREATH,Galarica Wreath,A wreath made from woven-together Galarica Twigs. Placing it on the head of a Galarian Slowpoke makes the Pokémon very happy.
973,REINSOFUNITY,Reins of Unity,Reins that people presented to the king. They enhance Calyrex’s power over bountiful harvests and unite Calyrex with its beloved steed.
974,BELLMCHN,Bell Machine,A machine used for the maintenance of bells.
975,TRAINPASS,Train Pass,A pass that allows for cheaper travel on trains in Grand Dream City.
976,JYNNOBIKEY,Lighthouse Key-J,A key that opens up the lighthouse located in Jynnobi Pass.
977,GLITTERBALL,Glitter Ball,"A special Poké Ball that excels at catching shiny Pokémon, or turns a Pokémon shiny on catch."
978,REDORB,Red Orb,A shiny red orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn Region.
979,BLUEORB,Blue Orb,A shiny blue orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn Region.
980,MAGNETICLURE,Magnetic Lure,"An item to be held. One polarity draws in uncaught species, while the other pushes them away for quick escape."
981,HPRESETBAG,Reset Disc- HP,A reusable special program that causes the Pokémon to forget its training in the HP stat.
982,ATKRESETBAG,Reset Disc- ATK,A reusable special program that causes the Pokémon to forget its training in the Attack stat.
983,DEFRESETBAG,Reset Disc- DEF,A reusable special program that causes the Pokémon to forget its training in the Defense stat.
984,SPARESETBAG,Reset Disc- SPATK,A reusable special program that causes the Pokémon to forget its training in the Sp. Atk stat.
985,SPDRESETBAG,Reset Disc- SPDEF,A reusable special program that causes the Pokémon to forget its training in the Sp. Def stat.
986,SPERESETBAG,Reset Disc- SPEED,A reusable special program that causes the Pokémon to forget its training in the Speed stat.
987,FULLRESETBAG,Reset Disc- ALL,A reusable special program that causes the Pokémon to forget its training in all stats.
988,EVBOOSTER,EV Booster,A super vitamin shot that immediately charges one stat with 252 EVs. Still in clinical trials.
989,PPALL,PP All,A medicine that can optimally raise the maximum PP of all moves known by the target Pokémon.
990,EVTUNER,EV Tuner,A single-use device that switches a Pokémon's EV totals between two stats.
991,PRISONBOTTLE,Prison Bottle,"A bottle believed to have been used to seal away the power of a certain Pokémon long, long ago."
992,PEATBLOCK,Peat Block,A block of muddy material that can be used as fuel for burning when it is dried. It’s loved by a certain Pokémon.
993,BLACKAUGURITE,Black Augurite,A glassy black stone that produces a sharp cutting edge when split. It’s loved by a certain Pokémon.
994,PUPPETCOIN,Puppet Doubloon,A coin with the Puppet Master's true face on it. Its use is unknown.
995,STABILIZER,Stabilizer,A device that can stabilize a various amount of elements.
996,BLKAPRICORN,Black Apricorn,A black Apricorn. It has a scent beyond one's experience.
997,GOOCIBAG,Goocci Bag,Karrina's bag. Only a memory now.
998,ROBOCLOAK,Robo Ren's Cloak,A piece of Robo Ren's Sashilan Cloak.
999,CRACKEDPEARL,Pearl Core,Spacea's Orb. Only a memory now.
1000,CRACKEDDIAMOND,Diamond Core,Tiempa's Diamond. Only a memory now.
1001,REDGEM,Red Gem,A mysterious red gem.
1002,REUNICREST,Reuniclus Crest,Using Fighting- or Psychic-type moves swaps between respective types. Swaps attacking stats while Fighting-type.
1003,ANCIENTTEACH,Ancient Teachings,"An ancient book that has specific teachings about swordsmanship, archery, and necromancy."
1004,ELECCREST,Electrode Crest,The target's Defense stat is halved when Electrode is attacking.
1005,CRABCREST,Crabom. Crest,Powers up moves by 50% if holder takes damage before using them. Defenses raised by 20%.
1006,SEARCREST,Simisear Crest,Gains Water-type STAB and resistances. Normal-type moves become Water-type. Offenses boosted by 20%.
1007,POURCREST,Simipour Crest,Gains Grass-type STAB and resistances. Normal-type moves become Grass-type. Offenses boosted by 20%.
1008,SAGECREST,Simisage Crest,Gains Fire-type STAB and resistances. Normal-type moves become Fire-type. Offenses boosted by 20%.
1009,SAWSCREST,Sawsbuck Crest,Replace's Normal-type with seasonal type. Normal-type moves become seasonal type and are boosted by 20%.
1010,SHIINCREST,Shiinotic Crest,Drains 1/16th of Max HP from statused pokemon at end of turn. Draining effect recovery is boosted by 30%.
1011,AEAMPHCREST,A. Ampharos Crest,"Move in first moveslot is boosted by 50%, 20% if STAB. Take 30% less damage from Super Effective moves."
1012,LUVCREST,Luvdisc Crest,"The Base Power of all damaging moves matches Luvdisc's happiness, capping at a Base Power of 250."
1013,GIFTCARD,Thank-You Card,A signed card gifted by the PokeStar Studio crew as thanks for your help with the Xenogene movie.
1014,HDISK,H-Disk,A disk that can be used to activate the lift at The Underground.
1015,URSHIFITE,Urshifite,"One variety of Mega Stone. Have Urshifu hold it, and this stone will enable it to Mega Evolve in battle."
1016,ZOROCREST,Zoroark Crest,Grants the ability of the copied Pokemon to Unovan Zoroark. Additionally gives them STAB on that Pokemon's typing.
1017,CELLIMPRINT,Cell Imprint,Extracted data from a mysterious cell. Using it can increase a Pokemon's natural potential.
1018,LUMINOUSMOSS,Luminous Moss, It boosts Sp. Def if hit with a Water-type attack. It can only be used once.
1019,UNOWNCREST,Unown Crest,Filler text.
1020,GLITCHMEMORY,??? Memory,A memory disc that contains ???-type data. It changes the type of the holder if held by a certain Pokémon.
1021,GOLDENLANTERN,Golden Lantern,A golden item that allows for the use of Flash without the use of TMs.
1022,REMOTEPC,Remote PC,Allows remote connection to the storage system. Requires and consumes one Cell Battery per use.
1023,PINKPETAL,Pink Petal,A petal cultivated from GDC's Botanical Garden. It changes the form of certain species of Pokémon.
1024,GREENPETAL,Green Petal,A petal cultivated from GDC's Botanical Garden. It changes the form of certain species of Pokémon.
1025,ORANGEPETAL,Orange Petal,A petal cultivated from GDC's Botanical Garden. It changes the form of certain species of Pokémon.
1026,BLUEPETAL,Blue Petal,A petal cultivated from GDC's Botanical Garden. It changes the form of certain species of Pokémon.
1027,MIRRORLURE,Mirror Lure,"An item to be held. One polarity draws in identical species to the holder, while the other allows for quick escape."
1028,PUZZLEBOX,Puzzle Box,A dusty puzzle box found in Flora's room. It seems to have been manufactured by the Weather Institute.
1029,PUMPKIN,Pumpkin,A nicely sized pumpkin wrassled from an angry Gourgeist.
1030,TALONSGLOVE,Talon's Glove,Talon's Glove. A symbol of his insecurity. Only a memory now.
1031,FLORINSID,Florin's ID,Florin's Gov. ID. Only a memory now.
1032,FURRCREST,Furret Crest,"Upon switching in, Furret loses 25% of its Max HP to create a substitute."
1033,HM01,HM01,The target is cut with a scythe or claw. It can also be used to cut down thin trees.
1034,HM02,HM02,"The user soars, then strikes on the second turn. It can also be used to fly to any familiar town."
1035,HM03,HM03,It swamps the area around the user with a giant wave. It can also be used for crossing water.
1036,HM04,HM04,The target is slugged with a punch thrown at maximum power. This move can also be used to move boulders.
1037,HM05,HM05,The user charges the target at an awesome speed. It can also be used to climb a waterfall.
1038,HM06,HM06,"Diving on the first turn, the user floats up and attacks on the second. It can be used for diving in the ocean."
